model,best_acc_mean,final_acc_mean,mean_epoch_time_mean,attn_entropy_mean,attn_effective_rank_mean,attn_sparsity_mean,attn_selectivity_mean,attn_robustness_mean,attn_angular_alignment_mean,deletion_top_0.1_mean,deletion_top_0.2_mean,deletion_top_0.3_mean,deletion_random_0.1_mean,deletion_random_0.2_mean,deletion_random_0.3_mean,insertion_top_0.1_mean,insertion_top_0.2_mean,insertion_top_0.3_mean,insertion_random_0.1_mean,insertion_random_0.2_mean,insertion_random_0.3_mean,forward_ms_bs1_mean,backward_ms_bs1_mean,throughput_img_s_bs1_mean,peak_mem_mb_bs1_mean,macs_bs1_mean,params_bs1_mean,forward_ms_bs64_mean,backward_ms_bs64_mean,throughput_img_s_bs64_mean,peak_mem_mb_bs64_mean,macs_bs64_mean,params_bs64_mean,best_acc_std,final_acc_std,mean_epoch_time_std,attn_entropy_std,attn_effective_rank_std,attn_sparsity_std,attn_selectivity_std,attn_robustness_std,attn_angular_alignment_std,deletion_top_0.1_std,deletion_top_0.2_std,deletion_top_0.3_std,deletion_random_0.1_std,deletion_random_0.2_std,deletion_random_0.3_std,insertion_top_0.1_std,insertion_top_0.2_std,insertion_top_0.3_std,insertion_random_0.1_std,insertion_random_0.2_std,insertion_random_0.3_std,forward_ms_bs1_std,backward_ms_bs1_std,throughput_img_s_bs1_std,peak_mem_mb_bs1_std,macs_bs1_std,params_bs1_std,forward_ms_bs64_std,backward_ms_bs64_std,throughput_img_s_bs64_std,peak_mem_mb_bs64_std,macs_bs64_std,params_bs64_std
baseline,0.4702,0.4255333333333333,594.2068643474579,,,,,,,0.34144508466124535,0.4255441265801589,0.5168766329685847,0.24677387376626334,0.3385809895892938,0.40377505868673325,0.07232101898019512,0.13064403428385654,0.18703071027994156,0.09813888898376415,0.15238685647879416,0.2138421640265733,3.4200588862101235,9.32149887084961,292.4597103462758,123.9326171875,1677492308.0,923236.0,46.698975563049316,146.4850385983785,1370.711187195071,5394.16845703125,1677492308.0,923236.0,0.006755738301621825,0.009385804884682668,5.7260110887209,,,,,,,0.04961207129018781,0.07394357435157403,0.049358000847760715,0.030570296085915046,0.015056772974122164,0.011896574981565466,0.035855318497109545,0.025691998305702082,0.03287016767146757,0.03877248000261153,0.033093056899876044,0.03667973686883881,0.06323908694246387,0.33022785115538555,5.4421982365283865,8.159583101281507,0.0,0.0,0.7398086361637465,1.9179785769320394,21.91426109939973,8.159583101281507,0.0,0.0
svda,0.45326666666666665,0.41419999999999996,650.1819861563047,3.004909038543701,21.831488927205402,0.07899305472771327,0.9984840030471483,6.486396980642795e-08,0.09607975223722558,0.31045615300536156,0.49119657029708225,0.5834532727797827,0.2016778060545524,0.3426569451888402,0.44489898160099983,0.04938414491213431,0.15476825356017798,0.22269041122247776,0.03664112089639578,0.09204333776142448,0.15931086707860231,4.868714014689128,14.029061794281006,205.40622887518703,250.47314453125,1676889428.0,924004.0,60.67159175872803,172.92272647221884,1054.8915906223453,5841.30029296875,1676889428.0,924004.0,0.006201075175591181,0.006023288138550229,0.46302083696989177,0.056502313730645015,0.95665651256435,0.012098404353212253,1.1509332055987925e-05,7.412976099539437e-09,0.01742274587970274,0.03156617314447628,0.03802638019600052,0.03705238242597507,0.010090231090783294,0.028427630218403846,0.021787585026535054,0.030336810432870197,0.06697641484878022,0.05508692315926875,0.015957149155854857,0.02759284023034999,0.04488970348597665,0.04778427805169578,0.33917608964345924,2.0148755646227,8.159583101281507,0.0,0.0,0.40970167171643607,1.4778207580777203,7.146446414837745,8.159583101281507,0.0,0.0
