model,best_acc_mean,final_acc_mean,mean_epoch_time_mean,attn_entropy_mean,attn_effective_rank_mean,attn_sparsity_mean,attn_selectivity_mean,attn_robustness_mean,attn_angular_alignment_mean,deletion_top_0.1_mean,deletion_top_0.2_mean,deletion_top_0.3_mean,deletion_random_0.1_mean,deletion_random_0.2_mean,deletion_random_0.3_mean,insertion_top_0.1_mean,insertion_top_0.2_mean,insertion_top_0.3_mean,insertion_random_0.1_mean,insertion_random_0.2_mean,insertion_random_0.3_mean,forward_ms_bs1_mean,backward_ms_bs1_mean,throughput_img_s_bs1_mean,peak_mem_mb_bs1_mean,macs_bs1_mean,params_bs1_mean,forward_ms_bs8_mean,backward_ms_bs8_mean,throughput_img_s_bs8_mean,peak_mem_mb_bs8_mean,macs_bs8_mean,params_bs8_mean,best_acc_std,final_acc_std,mean_epoch_time_std,attn_entropy_std,attn_effective_rank_std,attn_sparsity_std,attn_selectivity_std,attn_robustness_std,attn_angular_alignment_std,deletion_top_0.1_std,deletion_top_0.2_std,deletion_top_0.3_std,deletion_random_0.1_std,deletion_random_0.2_std,deletion_random_0.3_std,insertion_top_0.1_std,insertion_top_0.2_std,insertion_top_0.3_std,insertion_random_0.1_std,insertion_random_0.2_std,insertion_random_0.3_std,forward_ms_bs1_std,backward_ms_bs1_std,throughput_img_s_bs1_std,peak_mem_mb_bs1_std,macs_bs1_std,params_bs1_std,forward_ms_bs8_std,backward_ms_bs8_std,throughput_img_s_bs8_std,peak_mem_mb_bs8_std,macs_bs8_std,params_bs8_std
baseline,0.9049999999999999,0.902,215.86715259949366,,,,,,,0.09482816591237982,0.20818938097606102,0.3430510262648265,0.02605083049274981,0.05798687071849903,0.10882066430834432,0.14570465055294335,0.2971471653630336,0.4573050048202276,0.0949485531503645,0.16975907903785506,0.3013979395230611,3.861562410990397,8.599321047465006,259.052966195318,123.076171875,971983912.0,1095076.0,4.031650225321452,10.976719856262207,1984.7026733532275,292.8388671875,971983912.0,1095076.0,0.0036715119501371895,0.006612110101926659,2.2891212246881887,,,,,,,0.021062221476451794,0.0215662887164249,0.03363980306106281,0.014231178381877463,0.02499697740044494,0.029990791042288516,0.00614227663998459,0.054793047404408726,0.0507026113444744,0.010615665061107659,0.01790292015908413,0.04148443617823078,0.08827763442753724,0.10946409830379426,5.934002880487262,50.7109375,0.0,0.0,0.0702749482904329,0.3242335131618548,34.7289642325093,50.7109375,0.0,0.0
svda,0.8848666666666668,0.8827333333333334,258.4771527091662,4.107202688852946,60.78562800089518,0.0,0.9948333303133646,6.76423006495952e-08,-0.591974268356959,0.08223822449023525,0.2264534831047058,0.36888913934429485,0.034703777792553105,0.09299017349258065,0.12191940642272432,0.12886913541782027,0.23884355381596833,0.3465431866546472,0.07082345004406913,0.14787657074824287,0.23183097519601384,4.215502738952637,9.852973620096842,237.23549168606573,156.3974609375,971983912.0,1095460.0,4.4386545817057295,11.889998118082682,1802.643488881605,332.43603515625,971983912.0,1095460.0,0.0003055050463303557,0.0028936712552281806,2.3330792396046105,0.002214427159288575,0.13307127748120934,0.0,4.902851905809264e-06,1.1293944208660603e-08,0.01896189847857789,0.0261684994792587,0.02749751414513146,0.008751898912565476,0.007661230963159005,0.02053226930185359,0.026367827801199596,0.01721402507187347,0.0191877982418507,0.04062326611084835,0.022086476376420687,0.024328161820338125,0.02830154446529456,0.04224225539963149,0.2752314861451177,2.374377756666802,50.7109375,0.0,0.0,0.06953227739616809,0.18420850996578644,28.299773824640216,50.7109375,0.0,0.0
