model,best_acc_mean,final_acc_mean,mean_epoch_time_mean,attn_entropy_mean,attn_effective_rank_mean,attn_sparsity_mean,attn_selectivity_mean,attn_robustness_mean,attn_angular_alignment_mean,deletion_top_0.1_mean,deletion_top_0.2_mean,deletion_top_0.3_mean,deletion_random_0.1_mean,deletion_random_0.2_mean,deletion_random_0.3_mean,insertion_top_0.1_mean,insertion_top_0.2_mean,insertion_top_0.3_mean,insertion_random_0.1_mean,insertion_random_0.2_mean,insertion_random_0.3_mean,forward_ms_bs1_mean,backward_ms_bs1_mean,throughput_img_s_bs1_mean,peak_mem_mb_bs1_mean,macs_bs1_mean,params_bs1_mean,forward_ms_bs64_mean,backward_ms_bs64_mean,throughput_img_s_bs64_mean,peak_mem_mb_bs64_mean,macs_bs64_mean,params_bs64_mean,best_acc_std,final_acc_std,mean_epoch_time_std,attn_entropy_std,attn_effective_rank_std,attn_sparsity_std,attn_selectivity_std,attn_robustness_std,attn_angular_alignment_std,deletion_top_0.1_std,deletion_top_0.2_std,deletion_top_0.3_std,deletion_random_0.1_std,deletion_random_0.2_std,deletion_random_0.3_std,insertion_top_0.1_std,insertion_top_0.2_std,insertion_top_0.3_std,insertion_random_0.1_std,insertion_random_0.2_std,insertion_random_0.3_std,forward_ms_bs1_std,backward_ms_bs1_std,throughput_img_s_bs1_std,peak_mem_mb_bs1_std,macs_bs1_std,params_bs1_std,forward_ms_bs64_std,backward_ms_bs64_std,throughput_img_s_bs64_std,peak_mem_mb_bs64_std,macs_bs64_std,params_bs64_std
baseline,0.41100000000000003,0.3876,20.238908213774362,,,,,,,0.15135474751393,0.242745170990626,0.377444048722585,0.06577666165928046,0.11605750272671382,0.16229347636302313,0.06014703338344892,0.11719694112737973,0.21238917609055838,0.05487823113799095,0.11796862011154492,0.23144721239805222,1.8680016199747722,5.061848958333333,535.3652077550174,119.517578125,215352692.0,3198052.0,3.5714109738667807,10.184117158253988,17920.216115643987,428.451171875,215352692.0,3198052.0,0.005804308744372573,0.005671860364994865,0.08774365135887274,,,,,,,0.03895470439223361,0.031208588877019217,0.03172679885894703,0.012817426853197204,0.008666356862880852,0.01864062086203819,0.015438718563255635,0.02280767371080851,0.034601314223929334,0.009884234200181054,0.022582904715076374,0.01901169993101097,0.018204910871168593,0.1294888575130488,5.197159069498656,48.806640625,0.0,0.0,0.011673215246634876,0.02515424858618689,58.658619816872786,48.806640625,0.0,0.0
svda,0.38633333333333336,0.3786,22.537824050585428,2.956273078918457,20.065410614013672,0.06477864583333333,0.9840985387563705,2.743662354494821e-06,0.43573652549336356,0.17266931384801865,0.318317969640096,0.4432981461286545,0.0633873175829649,0.14495121811827025,0.23975076278050741,0.014832393576701483,0.0324278874322772,0.08943274803459644,0.016339443313578766,0.03795320043961207,0.08831444879372914,2.618845303853353,7.509887218475342,381.8622830441677,146.0693359375,215286132.0,3199076.0,4.030569394429524,11.550354957580566,15879.964931327355,484.69921875,215286132.0,3199076.0,0.0022501851775650183,0.008920201791439453,0.04690733797617673,0.05476345483956699,0.7319124773766803,0.008752818788898928,3.007511740579287e-05,2.4559126033150687e-07,0.06657191973361982,0.04426071201975059,0.03770271131223867,0.01272012285474772,0.02503293995275775,0.030830621026198476,0.029163018478475227,0.007459338720980424,0.008634004704944962,0.017076713119407737,0.005356392890292824,0.008570281930841809,0.030569405361592496,0.019858784026760484,0.19555168489188823,2.8889178399727378,48.806640625,0.0,0.0,0.045012039147830495,0.035260372863938204,176.64291522029188,48.806640625,0.0,0.0
