model,best_acc_mean,final_acc_mean,mean_epoch_time_mean,attn_entropy_mean,attn_effective_rank_mean,attn_sparsity_mean,attn_selectivity_mean,attn_robustness_mean,attn_angular_alignment_mean,deletion_top_0.1_mean,deletion_top_0.2_mean,deletion_top_0.3_mean,deletion_random_0.1_mean,deletion_random_0.2_mean,deletion_random_0.3_mean,insertion_top_0.1_mean,insertion_top_0.2_mean,insertion_top_0.3_mean,insertion_random_0.1_mean,insertion_random_0.2_mean,insertion_random_0.3_mean,forward_ms_bs1_mean,backward_ms_bs1_mean,throughput_img_s_bs1_mean,peak_mem_mb_bs1_mean,macs_bs1_mean,params_bs1_mean,forward_ms_bs64_mean,backward_ms_bs64_mean,throughput_img_s_bs64_mean,peak_mem_mb_bs64_mean,macs_bs64_mean,params_bs64_mean,best_acc_std,final_acc_std,mean_epoch_time_std,attn_entropy_std,attn_effective_rank_std,attn_sparsity_std,attn_selectivity_std,attn_robustness_std,attn_angular_alignment_std,deletion_top_0.1_std,deletion_top_0.2_std,deletion_top_0.3_std,deletion_random_0.1_std,deletion_random_0.2_std,deletion_random_0.3_std,insertion_top_0.1_std,insertion_top_0.2_std,insertion_top_0.3_std,insertion_random_0.1_std,insertion_random_0.2_std,insertion_random_0.3_std,forward_ms_bs1_std,backward_ms_bs1_std,throughput_img_s_bs1_std,peak_mem_mb_bs1_std,macs_bs1_std,params_bs1_std,forward_ms_bs64_std,backward_ms_bs64_std,throughput_img_s_bs64_std,peak_mem_mb_bs64_std,macs_bs64_std,params_bs64_std
baseline,0.7064666666666666,0.6917333333333334,19.76677852312724,,,,,,,0.06731531241287787,0.16654319564501444,0.2818542594710986,0.0319824256002903,0.06505105706552665,0.11489445591966312,0.2338026762008667,0.3922043095032374,0.49785912533601123,0.2210635170340538,0.3484244594971339,0.49962790807088214,1.823270320892334,5.306752522786458,548.5792908341106,118.814453125,215329562.0,3174922.0,3.520695368448893,10.154497623443604,18178.83088551258,427.66015625,215329562.0,3174922.0,0.005422484055609,0.004101625693957646,0.04916402848565882,,,,,,,0.0391514564868786,0.0373160036246568,0.02865448298668561,0.009700693191548435,0.011157943064364878,0.005662924285152019,0.014692167074604506,0.04959856609886777,0.02737648135325481,0.038136080248935486,0.03186796356244787,0.026662250123513632,0.03215060173924779,0.26908179232102375,9.720565286813224,48.455078125,0.0,0.0,0.024875823605165093,0.011118265143563564,128.17960923241122,48.455078125,0.0,0.0
svda,0.7112666666666666,0.699,21.994634382724758,3.186142683029175,24.97269566853841,0.052083333333333336,0.9840178986390432,2.5978230032327096e-06,0.33799598055581254,0.10739539936184883,0.19766951352357864,0.2863653600215912,0.027480345064153273,0.06448680224517982,0.13021880015730858,0.15459488580624262,0.2362748458981514,0.377387394507726,0.12531535079081854,0.19879533847173056,0.3250790288050969,2.5815208752950034,7.706975936889648,387.37142192831203,145.1904296875,215263002.0,3175946.0,4.094191392262776,11.640957991282145,15635.054454559708,483.71044921875,215263002.0,3175946.0,0.002468467810876445,0.00413279566395436,0.06082124590552611,0.06554119213440947,1.2220827437892818,0.0057221340596506996,0.00010047635465672005,1.5885788429131306e-07,0.014477299463051815,0.010102816781362258,0.03237316324197562,0.024175110732734584,0.013530516428515105,0.006152899925542818,0.023901665026359462,0.035460450277304136,0.013589190712973537,0.03197697072458637,0.032669220123646724,0.03145665024362139,0.030335415152088884,0.0086082424884062,0.015840021540939202,1.2915901864510924,48.455078125,0.0,0.0,0.07155369397892203,0.06601750757129594,270.5389337786159,48.455078125,0.0,0.0
